Category_name,prodtype,#Website_link,Page_type,VMID,ID,Name,Short_description,Description,rxcode,first_paragraph,features,@image,sizes_dia,size_min,size_max,max_pressure,temp_min,temp_max,operation,connection,material,materialsu,sterilizable,shore_hardness,leak_resistance,flowrate_min,flowrate_max
"Fittings > ASME BPE",SS,https://romynox.nl/dt-13-elbow-45-w-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,309,2670,"DT13 - Elbow 45° W x C","ASME BPE DT-4.1.1-5","These stainless steel tubes are manufactured from solid 1.4404 (316L) bar stock. This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 1/2"" to 6"" and have a standard SF1 surface finish, SF4 surface finish available on request.  Certificates 3.1 materiaal, optioneel 2.2 surface finish","FDF ","The 45-degrees elbow stainless steel tube has a tri-clamp connection on one side and a weld connection on the other."," stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/romynox_bpe_fitting_dt-13_dt-4115_45_deg_elbow_wc.jpg,,1/2,6,,,,,"Butt Weld, Tri-Clamp","316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-14-reducing-tee-w-x-c-x-w-short?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,332,2673,"DT14 - Reducing Tee W x C x W (short)","ASME BPE DT-4.1.2-7","These stainless steel tubes are manufactured from solid 1.4404 (316L). This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 3/4"" to 6"" and have a standard SF1 surface finish, SF4 surface finish available on request.  Certificates 3.1 material, optional 2.2 surface finish","FDG ","This short outlet Reducing Tee has on the reduced side a tri-clamp connection, on the other sides it has a weld connection. ","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/reducing-tee_wcw9.jpg,,1/4,6,,,,,"Butt Weld, Tri-Clamp","316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-15-short-outlet-tee-w-x-c-x-w?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,313,2676,"DT15 - Short Outlet Tee W x C x W","ASME BPE DT-4.1.2-2","These stainless steel tubes are manufactured from solid 1.4404 (316L) bar stock. This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 1/2"" to 4"" and have a standard SF1 surface finish, SF4 surface finish available on request.  Certificaten   3.1 material, optional 2.2 surface finish","FDH ","This Short outlet Clamp Joint tee has a tri clamp connection on one side and weld connectons on the other.","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/short_outlet_tee_wcw.jpg,,1/2,4,,,,,"Butt Weld, Tri-Clamp","316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-16-elbow-90-c-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,307,2679,"DT16 - Elbow 90° C x C","ASME BPE DT-4.1.1-3","These stainless steel tubes are manufactured from solid 1.4404 (316L). This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 1/2"" to 6"" and have a standard SF1 surface finish, SF4 surface finish available on request.   Certificates 3.1 material, optional 2.2 surface finish","FDI ","This 90-deg elbow stainless steel tube has a tri-clamp connection on both sides.","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/romynox_bpe_fitting_dt-16_dt-4113_90_deg_elbow_cc.jpg,,1/2,6,,,,,Tri-Clamp,"316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-17-elbow-45-c-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,310,2682,"DT17 - Elbow 45° C x C","ASME BPE DT-4.1.1-6","These tubes are manufactured from solid 1.4404 (316L). This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 1/2"" to 6"" and have a standard SF1 surface finish, SF4 surface finish available on request.  Certificates 3.1 material, optional 2.2 surface finish ","FDJ ","This stainless steel 45-degrees elbow has a tri-clamp connection on both sides.","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/romynox_bpe_fitting_dt-17_dt-4116_45_deg_elbow_cc.jpg,,1/2,10,,,,,Tri-Clamp,"316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/straight-tee-c-x-c-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,315,3760,"DT18 - Straight Tee C x C x C","ASME BPE DT-4.1.2-4","These stainless steel tubes are manufactured from solid 1.4404 (316L) bar stock. This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 1/2"" to 6"" and have a standard SF1 surface finish, SF4 surface finish available on request.  Certificates 3.1 material, optional 2.2 surface finish ","FDK ","This straight teee has equal lengths and tri-clamp connections on all sides. ","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/romynox_bpe_fitting_dt-18_dt-4124_straight_tee_ccc.jpg,,1/2,6,,,,,Tri-Clamp,"316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-18c-straight-cross-c-x-c-x-c-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,316,2685,"DT18c - Straight Cross C x C x C x C","ASME BPE DT-4.1.2-4","These stainless steel tubes are manufactured from solid 1.4404 (316L) bar stock. This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 1/2""to 10"" and have a standard SF1 surface finish, SF4 surface finish available on request.  Certifcates  3.1 material, optional 2.2 surface finish","FDL ","This Straight Cross has a tri-clamp connection on all sides.  ","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/straight_cross_cccc.jpg,,1/2,6,,,,,Tri-Clamp,"316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-19-reducing-tee-c-x-c-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,330,2688,"DT19 - Reducing Tee C x C x C","ASME BPE DT-4.1.2-8","These stainless steel tubes are manufactured from solid 1.4404 (316L) bar stock. This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes ¼"" to 6"" and have a standard SF1 surface finish, SF4 surface finish available on request.  Certificates  3.1 material, optional 2.2 surface finish","FDM ","This Reducing Tee has equal lengths and all sides have a tri-clamp connection. One of the sides is reduced. ","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/reducing_tee_ccc.jpg,,3/4,6,,,,,Tri-Clamp,"316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-20-short-outlet-reducing-tee-c-x-c-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,329,2691,"DT20 - Short Outlet Reducing Tee C x C x C","ASME BPE DT-4.1.2-9","These stainless steel tubes are manufactured from solid 1.4404 (316L) bar stock. This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 3/4""to 6"" and have a standard SF1 surface finish, SF4 surface finish available on request.  Certificates 3.1 material, optional 2.2 surface finish","FDS ","This Short Outlet Reducing Tee has a tri-clamp connection on the short reduced side and on the other sides as well. ","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/reducing_tee_short_outlet_ccc.jpg,,3/4,6,,,,,Tri-Clamp,"316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-21c-concentric-reducer-c-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,318,2694,"DT21c - Concentric Reducer C x C","ASME BPE DT-4.1.3-3","These stainless steel tubes are manufactured from solid 1.4404 (316L) bar stock. This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 3/8""to 6"" and have a standard SF1 surface finish. SF4 surface finish available on request.  Certificates  3.1 material, optional 2.2 surface finish","FDN ","This concentric reduced tube has a tri-clamp connection on both sides. ","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes","/product-images/FDN-ASME-BPE DT-21c web.jpg",,3/8,6,,,,,Tri-Clamp,"316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-21c-short-concentric-reducer-c-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,610,2697,"DT21c - Short Concentric Reducer C x C*","Tri-Clamp Concentric Reducer","This fitting is not part of the ASME BPE program, but sizes comply with ASME-BPE fitting DT-21c (4.1.3-3). These stainless steel tubes are manufactured from solid 1.4404 (316L) bar stock. This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 3/8"" to 6"" and have a standard SF1 surface finish, SF4 surface finish available on request.  Certificaten 3.1 material, optional 2.2 surface finish  * comply with ASME-BPE, but is not part of the ASME-BPE program.","FDP ","The short Concentric Reducer has a tri-clamp connection on both sides. ","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/ac_short_concentric_reducer.jpg,,3/8,6,,,,,Tri-Clamp,"316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-21e-eccentric-reducer-c-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,319,2700,"DT21e - Eccentric Reducer C x C","ASME BPE DT-4.1.3-3","These stainless steel tubes are manufactured from solid 1.4404 (316L) bar stock. This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 3/8""to 6"" and have a standard SF1 surface finish, SF4 surface finish available on request.  Certificates  3.1 material, optional 2.2 surface finish","FDQ ","This stainless steel excentric reduced tube has a tri-clamp connection on both sides. ","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes","/product-images/FDQ ASME-BPE DT-21e web.jpg",,3/8,6,,,,,Tri-Clamp,"316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-21e-short-eccentric-reducer-c-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,615,2703,"DT21e - Short Eccentric Reducer C x C*","Tri-Clamp Eccentric Reducer C x C","This fitting is not part of the ASME BPE program, but sizes comply with ASME-BPE fitting DT-21e (4.1.3-3). These stainless steel tubes are manufactured from solid 1.4404 (316L) bar stock. This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 3/8"" to 6"" and have a standard SF1 surface finish, SF4 surface finish available on request.  Certificates  3.1 material, optional 2.2 surface finish  * comply with ASME-BPE, but is not part of the ASME-BPE program.","FDR ","The Short Eccentric Reducer has a tri-clamp connection on both sides.","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/ac_short_eccentric_reducer.jpg,,3/8,6,,,,,Tri-Clamp,"316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-23-elbow-180-w-x-w?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,328,2715,"DT23 - Elbow 180° W x W","ASME BPE DT-4.1.1-7","This 180° Return Bend is manufactured from solid 1.4404 (316L). This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 1/2"" to 6"" with a standard SF1 surface finish, SF4 surface finish available on request.  Certificates 3.1 material, optional 2.2 surface finish","FDT ","This 180° Return Bend has weld connections on both sides","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/elbow_180_ww.jpg,,1/2,6,,,,,"Butt Weld","316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-24-elbow-180-c-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,327,2718,"DT24 - Elbow 180° C x C","ASME BPE DT-4.1.1-8","These stainless steel tubes are manufactured from solid 1.4404 (316L). This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 1/2"" to 6"" and have a standard SF1 surface finish, SF4 surface finish available on request.  Certificates 3.1 material, optional 2.2 surface finish","FDU ","This stainless steel 180° Return Bend has a tri-clamp connection on both sides.","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/elbow_180_cc.jpg,,1/2,6,,,,,Tri-Clamp,"316L (1.4404)",,,,,,
"Fittings > ASME BPE",SS,https://romynox.nl/dt-25-short-outlet-run-tee-w-x-w-x-c?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,314,2721,"DT25 - Short Outlet Run Tee W x W x C","ASME BPE DT-4.1.2-3","These stainless steel tubes are manufactured from solid 1.4404 (316L) bar stock. This offers both excellent material properties and guarantees good controllable surface finishes. These stainless-steel tubes are available in ASME BPE sizes 1/4"" to 6"" and have a standard SF1 surface finish, SF4 surface finish available on request.   Certificates  3.1 material, optional 2.2 surface finish","FDV ","This Short Outlet Run Tee has a tri-clamp connection on the short side and on the other sides weld connections","stainless steel 1.4404 (316L) RXBLLTgood controllable surface finishes",/product-images/short_outlet_tee_wwc.jpg,,1/4,6,,,,,"Butt Weld, Tri-Clamp","316L (1.4404)",,,,,,
